Category,Test Name,Test Description,Units,Gender,Min Reference Range,Max Reference Range,Age Min,Min Age Unit,Age Max,Max Age Unit,Remarks,ReportJson,ReferenceRanges
RADIOLOGY,MRI-BOTH HIP JOINT,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BOTH KNEE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BOTH SHOULDER,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRACHIAL PLEXUS,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN + ORBIT,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN SINGLE SEQUENCE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN & VENOGRAM,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN WITH C V J,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN WITH SPECTROSCOPY,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-BRAIN+ANGIOGRAM,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-ANGIOGRAM WITH CONTRAST,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-C V J,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-CERVICAL SPINE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-CERVICAL SPINE/THORACIC OUTLET,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-CERVICO-DORSAL SPINE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-CERVICO-THORACIC SPINE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-DL SPINE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,MRI-DORSAL SPINE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,X-RAY PNS,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,ECHO 2D & AMBULANCE,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
RADIOLOGY,KG X-RAY KNEE AP/LAT,DETAILED REPORT,N/A,M/F,,,0,YEARS,100,YEARS,,"{
  ""reportType"": ""Report Type Placeholder"",
  ""indication"": ""Indication Placeholder"",
  ""method"": ""Method/Technique Placeholder"",
  ""sections"": [
    {
      ""title"": ""Section Title 1"",
      ""content"": ""Paragraph-style text placeholder."",
      ""contentType"": ""text""
    },
    {
      ""title"": ""Section Title 2"",
      ""content"": [
        ""Bullet point 1 placeholder"",
        ""Bullet point 2 placeholder"",
        ""Bullet point 3 placeholder""
      ],
      ""contentType"": ""list""
    },
    {
      ""title"": ""Section Title 3"",
      ""content"": ""Additional notes or observations placeholder."",
      ""contentType"": ""text""
    }
  ],
  ""tables"": [
    {
      ""title"": ""Table Title Placeholder"",
      ""headers"": [""Header 1"", ""Header 2"", ""Header 3""],
      ""rows"": [
        [""Row 1 Cell 1"", ""Row 1 Cell 2"", ""Row 1 Cell 3""],
        [""Row 2 Cell 1"", ""Row 2 Cell 2"", ""Row 2 Cell 3""]
      ]
    }
  ],
  ""impression"": [
    ""Impression statement 1 placeholder"",
    ""Impression statement 2 placeholder""
  ],
  ""followUp"": ""Follow-up instructions placeholder""
}




",
